a1_Throughput,a1_Angular_Distance_from_target,a1_Euclidean_Distance_from_target,a1_Upstream_Throughput,a1_Beta,a1_Rho,a1_Acceleration,a1_Speed,a1_Position,a1_Heuristic,a1_Angular_Distance_from_a2,a1_Angular_Distance_from_a3,a2_Throughput,a2_Angular_Distance_from_target,a2_Euclidean_Distance_from_target,a2_Upstream_Throughput,a2_Beta,a2_Rho,a2_Acceleration,a2_Speed,a2_Position,a2_Heuristic,a2_Angular_Distance_from_a3,a3_Throughput,a3_Angular_Distance_from_target,a3_Euclidean_Distance_from_target,a3_Upstream_Throughput,a3_Beta,a3_Rho,a3_Acceleration,a3_Speed,a3_Position,a3_Heuristic
53.09830056250526,321.3401917459099,6.4031242374328485,0.0,0,0.0,[ 0.15848548 -0.01246545],[0. 0.],[0.5 9.5],0.009668353275143907,167.31961650818016,83.65980825409008,24.0,128.65980825409008,6.4031242374328485,0.0,0,0.6246950475544241,[-0.22399552  0.03359827],[0. 0.],[9.5 0.5],0.0013419861138219435,83.65980825409008,24.0,45.0,7.0710678118654755,0.0,0,0,[0.07031022 0.17413896],[0. 0.],[0.5 0.5],0.004789110424591365
55.041450048137754,320.5246849275908,6.272216075285894,0.0,0,0.0,[ 0.10484561 -0.0424972 ],[ 0.15848549 -0.01246545],[0.6584855 9.4875345],0.009668353275143907,166.7214051179281,83.86553675920607,24.0,127.24609004551888,6.238858756513663,0.0,0,0.605239666199758,[-0.16285433  0.02306243],[-0.22399552  0.03359827],[9.276005   0.53359824],0.0013419861138219435,82.85586835872203,24.0,44.39022168679685,6.898606810451024,0.0,0,0,[0.05608143 0.09736478],[0.07031022 0.17413896],[0.57031024 0.67413896],0.004789110424591365
58.56979874570443,319.33805615615813,6.0353029139078265,0.0,0,0.0,[ 0.06594201 -0.05783423],[ 0.2633311  -0.05496265],[0.9218166 9.432571 ],0.009668353275143907,165.2789553620733,84.13806903923097,24.0,124.61701151823144,5.965897364417229,0.0,0,0.5680881149737116,[-0.13290994  0.01644565],[-0.3         0.05666069],[8.889155   0.59025896],0.0016020366490937835,81.14088632284233,24.0,43.4761251953891,6.6192026042413055,0.0,0,0,[0.04688253 0.04887716],[0.12639165 0.27150375],[0.6967019 0.9456427],0.004789110424591365
63.762367645218205,318.0444265997077,5.713485539559455,0.0,0,0.0,[ 0.04425726 -0.05491173],[ 0.3        -0.11279687],[1.2510897 9.319775 ],0.013057329588688868,163.3896602451744,84.39727325202182,24.0,121.43408684488213,5.668546742794649,0.0,0,0.521517340598981,[-0.12514843  0.01598495],[-0.3         0.07310635],[8.456245  0.6633653],0.0016020366490937835,78.99238699315259,24.0,42.44169985172954,6.274047950722179,0.0,0,0,[0.03067139 0.03208887],[0.17327419 0.3       ],[0.86997604 1.2660236 ],0.006765529072544369
69.50615474942956,316.91442520009906,5.346391621404816,0.0,0,0.0,[ 0.0321994  -0.04774749],[ 0.3       -0.1677086],[1.5953469 9.152066 ],0.013057329588688868,161.14936294985148,84.48393212160295,24.0,118.06378814995054,5.38011360408589,0.0,0,0.4704542688814511,[-0.11127756  0.01383634],[-0.3         0.08909129],[8.031097  0.7524566],0.0016020366490937835,76.66543082824853,24.0,41.39835732170201,5.900414790883592,0.0,0,0,[0.01882851 0.02539415],[0.20394558 0.3       ],[1.0739217 1.5981126],0.010509185827156086
74.70396014937717,316.11031646161064,4.957087317178069,0.0,0,0.0,[ 0.01814086 -0.03984823],[ 0.3       -0.2154561],[1.9275464 8.93661  ],0.016878880338434613,158.4218131964957,84.28336597676912,24.0,114.53212965810633,5.105496151803608,0.0,0,0.4152034548815436,[-0.10021785  0.01057718],[-0.3         0.10292764],[7.6198196  0.85538423],0.002122773958533885,74.13844721972657,24.0,40.393682438379756,5.518973729132273,0.0,0,0,[0.00851308 0.01186481],[0.22277409 0.3       ],[1.2966957 1.9235067],0.010509185827156086
78.10090595002056,315.6499462202704,4.5509623855495285,0.0,0,0.0,[ 0.00690631 -0.02901071],[ 0.3        -0.25530434],[2.2456872 8.681306 ],0.020618541719052096,155.13230523179186,83.76707580607933,24.0,110.78225145206227,4.846441595842479,0.0,0,0.35481736386542095,[-0.08891676  0.00829007],[-0.3         0.11350483],[7.2196016  0.96888906],0.002122773958533885,71.36522942571253,24.0,39.41702202634974,5.141470514202669,0.0,0,0,[0.00454166 0.0050755 ],[0.23128717 0.3       ],[1.5279828 2.2353716],0.014359822680762167
78.56839645777879,315.49424057681216,4.1327667260464285,0.0,0,0.0,[-0.00386197 -0.02308924],[ 0.3        -0.28431505],[2.5525935 8.396991 ],0.020618541719052096,151.29901473774356,82.88961759640716,24.0,106.79325531455572,4.605734448718426,0.0,0,0.2889191021934638,[-0.07825778  0.00775749],[-0.3         0.12179489],[6.8306847 1.0906839],0.003785528627604308,68.4093971413364,24.0,38.38385817321932,4.766346381372629,0.0,0,0,[-1.46246515e-05 -4.26671356e-03],[0.23582882 0.3       ],[1.7638116 2.540447 ],0.014359822680762167
50.40071964386021,315.6743113722444,3.7061005857955904,0.0,0,0.0,[-0.01410852 -0.01923166],[ 0.29613805 -0.3       ],[2.8487315 8.089586 ],0.020618541719052096,146.8719515135038,81.59718648985569,16.0,102.5462628857482,4.384460552373559,0.0,0,0.21722784343099813,[-0.06503883  0.00525696],[-0.3         0.12955238],[6.452427  1.2202363],0.003785528627604308,65.27476502364811,16.0,37.27149786210009,4.39869928487209,0.0,0,0,[-0.00537106 -0.01434726],[0.2358142 0.2957333],[1.9996258 2.8361802],0.014359822680762167
46.37734350780948,316.2209656207343,3.2814331359103854,0.0,0,0.0,[-0.02082747 -0.01293121],[ 0.2820295 -0.3      ],[3.1307611 7.7703547],0.03402858670631018,141.84480341202573,79.8556788599796,16.0,98.06576903276004,4.186367286091834,0.0,0,0.1403097240384778,[-0.05403467  0.00393896],[-0.3         0.13480933],[6.087388  1.3550457],0.003785528627604308,61.98912455204612,16.0,36.076644480713924,4.045792798074899,0.0,0,0,[-0.00629446 -0.01673046],[0.23044313 0.28138605],[2.230069  3.1175663],0.026579696626521987
