a1_Throughput,a1_Angular_Distance_from_target,a1_Euclidean_Distance_from_target,a1_Upstream_Throughput,a1_Beta,a1_Rho,a1_Acceleration,a1_Speed,a1_Position,a1_Heuristic,a1_Angular_Distance_from_a2,a1_Angular_Distance_from_a3,a1_Angular_Distance_from_a4,a2_Throughput,a2_Angular_Distance_from_target,a2_Euclidean_Distance_from_target,a2_Upstream_Throughput,a2_Beta,a2_Rho,a2_Acceleration,a2_Speed,a2_Position,a2_Heuristic,a2_Angular_Distance_from_a3,a2_Angular_Distance_from_a4,a3_Throughput,a3_Angular_Distance_from_target,a3_Euclidean_Distance_from_target,a3_Upstream_Throughput,a3_Beta,a3_Rho,a3_Acceleration,a3_Speed,a3_Position,a3_Heuristic,a3_Angular_Distance_from_a4,a4_Throughput,a4_Angular_Distance_from_target,a4_Euclidean_Distance_from_target,a4_Upstream_Throughput,a4_Beta,a4_Rho,a4_Acceleration,a4_Speed,a4_Position,a4_Heuristic
36.25538773134074,322.2297824565141,3.0857384258342373,0.0,0,0.0,[-0.0164317   0.01170637],[ 0.26083556 -0.24822406],[3.0608056 7.390003 ],0.034039402948840655,123.52699397027436,72.6524421797929,86.7306325566808,12.0,85.75677642678846,4.75115530665743,0.0,0,0.0,[-0.09569558  0.04090712],[-0.3        0.1976439],[5.1484594 0.7618679],0.004073422000809445,50.87455179048146,149.74237347304484,12.800031323432908,34.882224636307,3.646260720483871,0.0,0,0,[-0.00568113 -0.02065611],[0.2839893  0.26636815],[2.5088654 3.4147348],0.027153534474446062,159.3830747364737,12.0,235.4991498998333,4.211247412484903,0.0,0,0.5664184644613848,[-0.01641623 -0.03889421],[-0.20454669 -0.10216969],[7.8853283 8.970564 ],0.02701796865041212
31.86008247245834,323.00679481750814,2.7479300239751985,0.0,0,0.0,[-0.01879266  0.01542787],[ 0.24440385 -0.2365177 ],[3.3052094 7.1534853],0.034039402948840655,117.56426248414897,71.13419074901134,86.03296278315543,12.0,80.5710573016571,4.56120511252647,0.0,0,0.0,[-0.07682241  0.05089635],[-0.3         0.23855102],[4.7527637 1.0004189],0.008114875923799784,46.43007173513763,156.4027747326956,13.46014218138544,34.140985566519475,3.277710060401837,0.0,0,0,[-0.00886299 -0.02337026],[0.27830818 0.24571204],[2.7871735 3.660447 ],0.027153534474446062,157.16715353216676,12.0,236.9738320343527,3.971152060343538,0.0,0,0.545022013437638,[-0.00763682 -0.03526669],[-0.22096291 -0.1410639 ],[7.6643653 8.8295   ],0.02701796865041212
28.141867780364414,323.967584009388,2.435040908498932,0.0,0,0.0,[-0.01747209  0.0161721 ],[ 0.2256112  -0.22108983],[3.5308206 6.9323955],0.04266458333333343,111.08376670147527,70.17340155713146,85.51380855677542,12.0,75.05135071086329,4.357606516383683,0.0,0,0.0,[-0.05361361  0.0365547 ],[-0.3         0.28944737],[4.3759413 1.2898662],0.008114875923799784,40.910365144343814,163.4024247417493,13.46014218138544,34.140985566519475,3.277710060401837,0.0,0,0,[0.01703642 0.06991665],[0. 0.],[2.7871735 3.660447 ],0.027153534474446062,155.6872101139069,12.0,238.45377545261258,3.699955099817316,0.0,0,0.5231862795716606,[-9.99345444e-05 -2.80396134e-02],[-0.22859973 -0.1763306 ],[7.4357657 8.65317  ],0.02701796865041212
25.16159110283359,325.12279091982856,2.146616817409213,0.0,0,0.0,[-0.01571239  0.01789856],[ 0.2081391  -0.20491773],[3.7389598 6.7274776],0.04266458333333343,104.04847559693093,68.15988339670105,85.18943183088788,12.0,69.17126651675949,4.155718358409019,0.0,0,0.0,[-0.03647615  0.03448615],[-0.3  0.3],[4.0223274 1.6158683],0.008114875923799784,35.88859220022988,170.7620925721812,13.71302169295235,33.28267431652961,3.224732077039096,0.0,0,0,[0.02799732 0.04338503],[0.01703642 0.06991665],[2.80421   3.7303636],0.027153534474446062,153.34931522758893,12.0,239.93335908894068,3.407270294345532,0.0,0,0.5010069385881941,[ 0.005838   -0.01975032],[-0.22869965 -0.20437022],[7.207066 8.448799],0.02701796865041212
22.60543265229098,326.443763242534,1.8823128525482864,0.0,0,0.0,[-0.01683054  0.01807912],[ 0.19242671 -0.18701917],[3.9313865 6.540458 ],0.04266458333333343,96.485623356134,65.55558744009284,85.02205504558822,12.0,62.929386598667975,3.9863666236879487,0.0,0,0.0,[-0.01462447  0.06813187],[-0.3  0.3],[3.6858513 1.9503545],0.01164877941041672,30.930035916041163,178.49232159827778,14.094426119536605,31.99935068262681,3.1256925169188436,0.0,0,0,[0.0314352  0.02430584],[0.04503374 0.11330168],[2.8492436 3.8436654],0.027153534474446062,150.57764248568105,12.0,241.42170819694576,3.1026985024968265,0.0,0,0.4783591738298078,[ 0.01113753 -0.01235403],[-0.22286165 -0.22412054],[6.9842043 8.224679 ],0.03383525033469589
20.493794594094755,327.96852750001347,1.6431801592130904,0.0,0,0.0,[-0.01640288  0.01760842],[ 0.17559618 -0.16894005],[4.1069827 6.371518 ],0.05332237192661945,88.24471411421979,62.57038488656872,85.05395336562822,12.0,56.213241614233254,3.8280158519120544,0.0,0,0.0,[0.00381958 0.06367513],[-0.3  0.3],[3.3712268 2.3184862],0.01584478377435135,25.67432922765107,173.298667479848,14.514207839431709,30.538912386582183,2.9888940409528817,0.0,0,0,[0.02748043 0.01101791],[0.07646894 0.13760751],[2.9257126 3.981273 ],0.027153534474446062,147.62433825219694,12.0,242.91457413438525,2.794703366863457,0.0,0,0.4553184520668659,[ 0.0148356  -0.00470336],[-0.21172412 -0.23647457],[6.77248   7.9882045],0.04259903521271118
18.950667501429557,329.7277599826367,1.4286322160036704,0.0,0,0.0,[-0.01410892  0.01382376],[ 0.15919329 -0.15133163],[4.266176  6.2201867],0.05332237192661945,79.55786733043374,59.28591167250289,85.30695370419699,12.0,49.28562731307045,3.7176088022211555,0.0,0,0.0,[0.02085098 0.08083627],[-0.29618043  0.3       ],[3.0750463 2.6821613],0.01584478377435135,20.271955657930846,164.86482103463075,14.912472808385445,29.013671655139603,2.824844835942333,0.0,0,0,[0.02136149 0.00349376],[0.10394937 0.14862542],[3.029662  4.1298985],0.042663058767945045,144.5928653766999,12.0,244.4208062784397,2.4911894850927645,0.0,0,0.431758230602203,[0.01731272 0.0010098 ],[-0.19688852 -0.24117793],[6.5755916 7.7470264],0.04259903521271118
17.762892117046153,331.8449047635882,1.234855476771991,0.0,0,0.0,[-0.01346644  0.01517686],[ 0.14508437 -0.13750789],[4.4112606 6.082679 ],0.05332237192661945,70.22131178193717,55.60198190088539,85.9045570838241,12.0,42.06621654552538,3.637376712711694,0.0,0,0.0,[0.03797183 0.08936941],[-0.27532944  0.3       ],[2.799717  3.0629976],0.026940327552188056,14.619329881051783,156.12586886576128,15.383681764176451,27.446886664473595,2.6424673076222445,0.0,0,0,[ 0.01398386 -0.00529449],[0.12531085 0.15211917],[3.1549728 4.2820177],0.042663058767945045,141.5065389847095,12.0,245.9403476797641,2.197799915087601,0.0,0,0.4076875414920437,[0.01842282 0.00425655],[-0.1795758  -0.24016814],[6.3960156 7.5068583],0.04259903521271118
16.686089036126134,334.3137935469717,1.0620740474508084,0.0,0,0.0,[-0.01394469  0.01462433],[ 0.13161793 -0.12233103],[4.5428786 5.9603477],0.0666666666666667,60.56398173633238,51.588545051489575,86.850030265888,12.896971009797243,34.87777528330406,3.580856505797591,0.0,0,0.0,[0.05011805 0.03005358],[-0.23735762  0.3       ],[2.5623593 3.452367 ],0.026940327552188056,8.975436684842805,147.4140120022204,15.769492671025427,25.902338598461256,2.4520673984357946,0.0,0,0,[ 0.01038968 -0.00615954],[0.13929471 0.14682469],[3.2942674 4.4288425],0.042663058767945045,138.4385753173776,12.0,247.46376328108366,1.9173618713195741,0.0,0,0.3832676634521228,[0.01910549 0.01079042],[-0.16115299 -0.2359116 ],[6.234863 7.270947],0.04259903521271118
15.72431220503117,337.21336152674945,0.9105101055965222,0.0,0,0.0,[-0.01046683  0.01305924],[ 0.11767325 -0.1077067 ],[4.660552 5.852641],0.0666666666666667,51.58187746404178,47.136411390808064,88.19489418757865,14.420031551981848,28.795238990791233,3.565803675237781,0.0,0,0.0,[0.0616165  0.07063311],[-0.18723957  0.3       ],[2.3751197 3.7824206],0.026940327552188056,4.4454660732337175,139.77677165162044,16.021019905572153,24.349772917557516,2.2568008604064773,0.0,0,0,[ 0.00485021 -0.00847833],[0.1496844  0.14066514],[3.4439518 4.5695076],0.042663058767945045,135.33130557838672,12.0,249.0184673391708,1.6555989824527444,0.0,0,0.3580670231457106,[0.01977716 0.01480617],[-0.1420475  -0.22512117],[6.0928154 7.045826 ],0.04259903521271118
14.903816888432102,340.59090094969804,0.7763623856076275,0.0,0,0.0,[-0.00960469  0.01102235],[ 0.10720642 -0.09464746],[4.7677584 5.7579937],0.0666666666666667,41.91727854165623,42.18304693250184,89.99996750170897,16.563507284238824,22.50817949135427,3.518527516713761,0.0,0,0.0,[0.07335549 0.04411957],[-0.12562308  0.3       ],[2.2494967 4.1530538],0.03402201145137221,0.2657683908456079,131.9172460433652,16.139148320846722,22.773947882199877,2.062291340061666,0.0,0,0,[-0.00037072 -0.01094639],[0.15453461 0.13218682],[3.5984864 4.7016945],0.042663058767945045,132.1830144342108,12.0,250.59093344798907,1.4159813054214934,0.0,0,0.33231038439491867,[0.01850969 0.01957064],[-0.12227034 -0.21031499],[5.9705453 6.835511 ],0.0666666666666667
14.380614300181723,344.6369730351931,0.6581579841055543,0.0,0,0.0,[-0.00950736  0.01079002],[ 0.09760173 -0.08362511],[4.8653603 5.6743684],0.0666666666666667,32.2529920473242,36.543431996808295,92.40249015433665,18.73306688586343,16.88996508251728,3.4516599889380157,0.0,0,0.0,[0.07541645 0.02158046],[-0.05226759  0.3       ],[2.1972291 4.4971733],0.03402201145137221,4.290439949484096,124.65548220166085,16.132939250134555,21.180405032001374,1.873939162176497,0.0,0,0,[-0.00179669 -0.01391217],[0.15416388 0.12124042],[3.7526503 4.822935 ],0.042663058767945045,128.94592215114494,12.0,252.23448288085643,1.2020906647922347,0.0,0,0.30512222026506813,[0.01769968 0.01590086],[-0.10376065 -0.19074436],[5.8667846 6.644767 ],0.0666666666666667
